startt_uid,company-name,match_industry,match_sector,match_subsector
st-c-2649,JetSynthesys,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-2652,Jidoka Technologies,Technology & Digital Innovation,Artificial Intelligence,AI Infrastructure & Tools
st-c-2658,Jimmy's Cocktails,Food & Beverage,Beverages,Beverage Ingredients
st-c-2691,Juno Learning,Education & EdTech,Education Support Services,Educational Consulting
st-c-2701,Just Words,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-2713,KaHa Pte,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-2745,KathaVersse Media Network,Entertainment & Media,Media Production & Distribution,"Broadcasting (TV, Radio)"
st-c-2749,Keepsake Engineering Consultancy,Manufacturing & Industry 4.0,Industrial Machinery & Equipment,Material Handling Systems
st-c-2767,Kica,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-2780,Kinetic Green,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-2842,Koskii,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-2859,Kreedo,Education & EdTech,EdTech,K-12
st-c-2860,Krikey,Technology & Digital Innovation,Emerging Technologies,Augmented & Virtual Reality
st-c-2870,Kuhoo,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-2872,KULA STUDIO,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-2911,Lavelle Networks,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-2934,Leena AI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-2966,LetsMobility,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-2989,LILA Games,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-2991,LilPicks,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-3027,Lo! Foods,Food & Beverage,Food Products & Processing,Health & Functional Foods
st-c-3046,Locanix,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-3082,Luvin,Personal Services,Support & Care Solutions,Pet Care & Grooming
st-c-3087,Lysto,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-3090,NirNal,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-3095,Machadalo,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-3104,Magic Rooms Solutions India (P) Ltd,"Travel, Hospitality & Experiences",Hotel & Hospitality Tech,Hotel Tech & Property Management
st-c-3130,Market Pulse,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-3140,MasterG,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-3155,Mayhem Studios,Entertainment & Media,Media Production & Distribution,Animation & Visual Effects
st-c-3165,MED DELIVERY,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Drug Delivery Systems
st-c-3171,Medial,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-3187,MedSign,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-3188,Medsmart,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Medical Imaging Software
st-c-3199,Mekr,Technology & Digital Innovation,Hardware & Semiconductors,Electronics Manufacturing
st-c-3200,Meladath Auto Components,Automotive & Components,Auto Components,Battery & Energy Storage Systems
st-c-3214,Mentza,Entertainment & Media,AdTech/MarTech,Brand Management & PR
st-c-3222,MergerDomo,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-3229,Metabook XR,Education & EdTech,EdTech,E-Learning Platforms
st-c-3241,Metastable Materials,Advanced Materials & Chemicals,Packaging Solutions,Sustainable/Green Packaging
st-c-3259,Milk Mantra,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-3280,Minus Zero,Technology & Digital Innovation,Artificial Intelligence,Computer Vision
st-c-3291,Mitra Robot,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-3294,Mivi,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-3295,MLIT Solutions,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-3297,MobiDent,Consumer Goods & Services,Fast-Moving Consumer Goods (FMCG),Over-the-Counter Healthcare
st-c-3304,mobME Solutions,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-3313,MOGI,Entertainment & Media,Entertainment Technology,Content Management Systems
st-c-3319,Mokobara,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-3320,Molitics Infomedia,Entertainment & Media,Social & Digital Media,Digital News & Information
st-c-3321,Mom's Belief,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-3328,Monet Networks,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-3329,Money View,Financial Services & FinTech,Web3 & Emerging Tech,Embedded Finance
st-c-3330,Moneyboxx,Financial Services & FinTech,Digital Lending & Neobanks,Digital Banking Platforms
st-c-3331,moneyHOP,Financial Services & FinTech,Payments & Transaction Services,Remittance Platforms
st-c-3335,MoneyPlanned,Financial Services & FinTech,Web3 & Emerging Tech,AI in Finance
st-c-3345,Moonglabs,Entertainment & Media,Gaming & Interactive Media,"Mobile, PC and Console Gaming"
st-c-3346,Moonshine Meadery,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-3360,MPOWER Financing,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-3374,Mugafi,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-3377,Mukunda Foods,Food & Beverage,Food & Beverage Technology,Kitchen Automation
st-c-3381,Multiples,Financial Services & FinTech,Investment & Wealth Tech,Retail Investment Platforms
st-c-3410,MyDentalPlan,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-3414,Myelin Foundry,Technology & Digital Innovation,Artificial Intelligence,AI Infrastructure & Tools
st-c-3458,Naaptol,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-3459,Naario,Consumer Goods & Services,Fast-Moving Consumer Goods (FMCG),Personal Care Basics
st-c-3467,Nao Spirits,Food & Beverage,Beverages,Craft Beverages
st-c-3470,Narrato,Entertainment & Media,Entertainment Technology,Content Management Systems
st-c-3473,Native Milk,Agriculture & AgriTech,AgriTech,Agricultural Analytics & AI
st-c-3483,Navars Edutech,Education & EdTech,EdTech,K-12
st-c-3484,NAVI,Financial Services & FinTech,Financial Infrastructure,Compliance & RegTech
st-c-3496,NearBuy,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-3511,Neolync,Technology & Digital Innovation,Hardware & Semiconductors,Computer Hardware
st-c-3515,Nephroplus,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Medical Consumables
st-c-3516,NEPRA Resource Management,CleanTech & Sustainability,Waste Management & Recycling,Solid Waste Collection & Processing
st-c-3530,Neuron Energy,Automotive & Components,Auto Components,Battery & Energy Storage Systems
st-c-3532,Neurosensum,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-3539,Newmi Care,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-3565,Ninety One,Textiles & Apparel,Sustainable Textiles,Recycling & Upcycling Solutions
st-c-3590,Nopaperforms,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-3597,NOTO,Food & Beverage,Food & Beverage Technology,Food Analytics & AI
st-c-3615,Nurix AI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-3616,Nurturey,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-3632,NxtQube,Aerospace & Defence,Aerospace & Defence Systems,Drones
st-c-3633,NxtWave,Education & EdTech,Vocational & Skills Training,Industry-Specific Training
st-c-3636,O' Be Cocktails,Food & Beverage,Beverages,Craft Beverages
st-c-3644,ObserveNow,Entertainment & Media,Media Production & Distribution,"Broadcasting (TV, Radio)"
st-c-3652,Oddr,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-3659,Offgrid Energy Labs,CleanTech & Sustainability,Energy Tech,Green Building Materials & Design
st-c-3660,OfficeBanao,Real Estate & Construction,Flexible Space Solutions,Co-working / Managed Office Spaces
st-c-3673,Ola,Automotive & Components,Auto Sales & Service,Vehicle Financing & Insurance
st-c-3719,Onest,Consumer Goods & Services,Fast-Moving Consumer Goods (FMCG),Convenience Goods
st-c-3724,Online Live Learning,Education & EdTech,EdTech,E-Learning Platforms
st-c-3743,openwater.in,CleanTech & Sustainability,Water Management,Smart Water Systems
st-c-3756,OrangeTwig,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-3764,Origo Commodities,Agriculture & AgriTech,Agricultural Commodities,Crop Production & Farming
st-c-3778,Our Better Planet,Textiles & Apparel,Sustainable Textiles,Eco-friendly Material Innovation
st-c-3792,Oyela,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-3807,Paladion,Technology & Digital Innovation,Emerging Technologies,Deep Tech Research
st-c-3826,Park+,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-3835,Pathfndr,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-3837,PatilKaki,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-3854,Paytm,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-3856,Paytm First Games,Financial Services & FinTech,Web3 & Emerging Tech,Embedded Finance
st-c-3857,Paytm Insurance,Financial Services & FinTech,InsurTech,Claims Management Tech
st-c-3863,PayVEDA,Financial Services & FinTech,Payments & Transaction Services,Billing & Invoicing Solutions
st-c-3870,PeeBuddy,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-3878,PeopleStrong,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-3882,Peping,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Healthcare Marketplaces
st-c-3898,Permissionless,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-3913,Phases Skincare,Consumer Goods & Services,Personal Products,Skincare & Cosmetics (D2C Beauty)
st-c-3931,Pickrr,Transportation & Logistics,Logistics,Freight Tech
st-c-3933,Pickyourtrail,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-3941,PiggyRide,Education & EdTech,Vocational & Skills Training,Technical & Trade Skills Training
st-c-3942,Pikkol,Transportation & Logistics,Logistics,Relocation Services
st-c-3950,Pine Labs,Financial Services & FinTech,Payments & Transaction Services,POS Solutions
st-c-3958,Pirimid Fintech,Financial Services & FinTech,Web3 & Emerging Tech,AI in Finance
st-c-3971,Plan B,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-3987,Playto Labs,Education & EdTech,EdTech,K-12
st-c-4001,Plushvie,Technology & Digital Innovation,Emerging Technologies,Augmented & Virtual Reality
st-c-4005,Plutus,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-4019,Polka Pop,Food & Beverage,Beverages,Functional Drinks
st-c-4039,PowerDrift Studios Pvt,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-4041,PowerLoom,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-4050,Praemineo,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-4086,PrimeOS,Education & EdTech,EdTech,Educational Apps & Mobile Learning
st-c-4094,Priyaasi,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-4100,ProcMart,Retail & Digital Commerce,Supply Chain & Distribution,Warehouse Management Systems
st-c-4116,Prolixr,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-4133,Prozo,Retail & Digital Commerce,Supply Chain & Distribution,Warehouse Management Systems
st-c-4141,Purple Quarter,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-4146,PurpleTutor,Education & EdTech,EdTech,K-12
st-c-4149,Pushp Brand,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-4161,Qfix Infocomm,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-4186,Queuebuster,Retail & Digital Commerce,Supply Chain & Distribution,Warehouse Management Systems
st-c-4188,Quick Smart Wash,Retail & Digital Commerce,Quick Commerce,Essentials Quick Delivery
st-c-4209,QuriousBit,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-4231,Rapawalk,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-4237,Raptee Energy,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-4240,RAS Luxury Skincare,Consumer Goods & Services,Personal Products,Skincare & Cosmetics (D2C Beauty)
st-c-4261,Recode Studios,CleanTech & Sustainability,Waste Management & Recycling,Recycling Technologies
st-c-4270,REDCLIFFE HYGIENE,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-4293,Remitr,Financial Services & FinTech,Payments & Transaction Services,Remittance Platforms
st-c-4295,ReNew Energy,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-4296,ReNEWate,Real Estate & Construction,Construction Tech,Construction Management Software
st-c-4299,Renkube,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-4313,rePurpose,CleanTech & Sustainability,Waste Management & Recycling,E-Waste Management
st-c-4324,Reveal HealthTech,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Health Analytics & AI
st-c-4330,Revv,Automotive & Components,Automotive Technology,Autonomous Vehicles (AV Tech)
st-c-4331,RevX,Retail & Digital Commerce,E-commerce,Direct-to-Consumer (D2C) Brands
st-c-4332,Rey Naturals,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-4337,Ribin,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-4339,Richpanel,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-4346,River,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-4347,Riversand Technologies,Technology & Digital Innovation,Data & Analytics,Predictive Analytics
st-c-4388,Rudra Environmental Solutions,CleanTech & Sustainability,Waste Management & Recycling,Solid Waste Collection & Processing
st-c-4389,RuleZero,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-4402,Rusk Media,Entertainment & Media,Media Production & Distribution,Content Studios
st-c-4418,Sahicoin,Financial Services & FinTech,Web3 & Emerging Tech,Digital Asset Management
st-c-4435,Samaaro,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-4436,SAMCO,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-4438,Samosa Singh,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-4439,Samudai,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-4474,ScaleneWorks,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-4479,ScanPay,Financial Services & FinTech,Digital Lending & Neobanks,SME Financing
st-c-4480,Scapia,Telecommunications,Communication Platforms,CPaaS & API Solutions
st-c-4496,ScrapUncle,CleanTech & Sustainability,Waste Management & Recycling,Solid Waste Collection & Processing
st-c-4502,SecLogic,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-4511,Securonix,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-4522,SELLIGION,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-4542,Session AI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-4557,SharpTank,Manufacturing & Industry 4.0,Building & Construction Products,Construction Equipment
st-c-4559,ShepHertz,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-4603,Shunya os,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-4626,Simple Viral Games,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-4639,Sirona Hygiene,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-4667,SkyKrafts,Agriculture & AgriTech,AgriTech,Drone Technology for Agriculture
st-c-4672,Sleepy Owl,Food & Beverage,Beverages,Specialty Coffee & Tea
st-c-4679,Slyds,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-4705,Smiles.ai,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-4709,Smule,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-4718,Snazzy,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Apps & Mobile Health
st-c-4719,Snitch,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-4725,Solar Ladder,Energy & Utilities,Power Generation & Trading,Thermal Power Generation
st-c-4731,Somany Ceramics,Real Estate & Construction,Construction Tech,Sustainable Construction Solutions
st-c-4734,Soothe Healthcare,Consumer Goods & Services,Fast-Moving Consumer Goods (FMCG),Personal Care Basics
st-c-4737,Soulflower,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-4738,Soulfull,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-4747,Spardha,Education & EdTech,Supplementary Education,Language Learning
st-c-4749,SparesHub,Retail & Digital Commerce,Niche E-Commerce Platforms,Pre-owned & Refurbished Marketplaces
st-c-4755,speakX,Education & EdTech,Supplementary Education,Language Learning
st-c-4758,SpEd@home,Education & EdTech,Education Support Services,Education Infrastructure & Resources
st-c-4782,Sportobuddy,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-4824,Starya Mobility,Automotive & Components,Auto Components,Battery & Energy Storage Systems
st-c-4854,Storia Foods,Food & Beverage,Food Products & Processing,Specialty & Gourmet Foods
st-c-4857,Stranger & Sons,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-4858,Strata,Real Estate & Construction,PropTech,Real Estate Crowdfunding
st-c-4871,Studio Sirah,Entertainment & Media,Gaming & Interactive Media,Gaming Hardware & Accessories
st-c-4873,Studyplaces,Education & EdTech,Higher Education,Universities & Colleges
st-c-4878,Styledotme,Technology & Digital Innovation,Emerging Technologies,Augmented & Virtual Reality
st-c-4892,Sugar Watchers,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-4895,Suite42,Advanced Materials & Chemicals,Packaging Solutions,Packaging Automation
st-c-4902,Sumeru Software Solutions,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-4906,Sunday Mobility,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-4913,SuperBottoms,Textiles & Apparel,Sustainable Textiles,Eco-friendly Material Innovation
st-c-4942,SuryodayBank,Financial Services & FinTech,Financial Infrastructure,Banking-as-a-Service
st-c-4957,Sweet Karam Coffee,Food & Beverage,Beverages,Specialty Coffee & Tea
st-c-4959,Swift,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-4960,Swiggy,Retail & Digital Commerce,Quick Commerce,Food Quick Delivery
st-c-4991,Tagmango,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5031,TEAL,Technology & Digital Innovation,Artificial Intelligence,AI Infrastructure & Tools
st-c-5059,Terraview,Agriculture & AgriTech,AgriTech,Agricultural Analytics & AI
st-c-5071,The Baker's Dozen,Food & Beverage,Food & Beverage Technology,Kitchen Automation
st-c-5077,The Cube Club,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Wellness & Fitness Technology
st-c-5082,The Esports Club,Consumer Goods & Services,Consumer Electronics,Gaming Devices & Accessories
st-c-5095,The Indian IRIS,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5106,The Money Club,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5107,The Morning Context,Financial Services & FinTech,Web3 & Emerging Tech,Embedded Finance
st-c-5112,The Renal Project,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Medical Consumables
st-c-5125,TheKarrier,Automotive & Components,Automotive Technology,Connected Vehicle Technology
st-c-5137,ThinOptics,Advanced Materials & Chemicals,Advanced Materials,Nanomaterials
st-c-5155,Timios,Education & EdTech,EdTech,K-12
st-c-5194,Touchetech Labs Pvt Ltd,Technology & Digital Innovation,Emerging Technologies,Augmented & Virtual Reality
st-c-5225,Trase,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5226,TRASE Footwear,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5227,Trashcon,CleanTech & Sustainability,Waste Management & Recycling,Solid Waste Collection & Processing
st-c-5242,Trendlyne,Automotive & Components,Automotive Technology,Autonomous Vehicles (AV Tech)
st-c-5254,Tring,Financial Services & FinTech,Web3 & Emerging Tech,Digital Asset Management
st-c-5256,Triotech,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5261,TripFactory,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-5265,Trisu,Entertainment & Media,AdTech/MarTech,Event & Experiential Marketing
st-c-5268,TruBoard Partners,Financial Services & FinTech,Financial Infrastructure,Financial Data Analytics
st-c-5270,Trucking Cube,Transportation & Logistics,Logistics,Freight Tech
st-c-5279,trueHb,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-5297,TSC Travel Services,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-5329,U Gro Capital,Financial Services & FinTech,Financial Infrastructure,Credit Scoring & Analytics
st-c-5365,Universal Sportsbiz,Textiles & Apparel,Apparel Brands & Retail,Inclusive Size & Adaptive Clothing
st-c-5391,Upswing Cognitive Hospitality Solutions,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5395,UPWARDS FINTECH SERVICES,Financial Services & FinTech,Web3 & Emerging Tech,Embedded Finance
st-c-5419,UXINDIA,Education & EdTech,Higher Education,Universities & Colleges
st-c-5422,V-Mart Retail,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-5436,Valyx,Financial Services & FinTech,Web3 & Emerging Tech,AI in Finance
st-c-5442,Varaha,Agriculture & AgriTech,AgriTech,Drone Technology for Agriculture
st-c-5443,Varco,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Medical Consumables
st-c-5463,Vegapay,Financial Services & FinTech,Web3 & Emerging Tech,Embedded Finance
st-c-5494,VideoVerse,Entertainment & Media,Entertainment Technology,Content Management Systems
st-c-5506,Ving Hybrid,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-5518,Visit Health,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Virtual Health Assistants
st-c-5542,Vowelor,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-5545,Voyaah,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-5549,Vridhi Home Finance,Financial Services & FinTech,Web3 & Emerging Tech,Decentralized Finance (DeFi)
st-c-5571,Wallter Systems,Automotive & Components,Automotive Technology,Autonomous Vehicles (AV Tech)
st-c-5591,Wealth Managers,Financial Services & FinTech,Investment & Wealth Tech,Retail Investment Platforms
st-c-5616,Wellness Forever Medicare,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Healthcare Marketplaces
st-c-5625,What's Up Wellness,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Wellness & Fitness Technology
st-c-5655,Wiom,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5669,Wiwigo,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-5678,Wolves India,Technology & Digital Innovation,Enterprise Software & Services,IT Services & Consulting
st-c-5716,Wunder Mobility,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-5738,Xpressbees,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-5748,Yaantra,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-5749,YAAP,Entertainment & Media,AdTech/MarTech,Brand Management & PR
st-c-5768,Yobee,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-5769,Yodacart,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-5795,Yubi,Financial Services & FinTech,Web3 & Emerging Tech,Decentralized Finance (DeFi)
st-c-5803,Z Nation Lab,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5833,Zeni,Financial Services & FinTech,Web3 & Emerging Tech,AI in Finance
st-c-5844,Zepo,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-5848,Zero Cow Factory,Agriculture & AgriTech,Agricultural Produce,Livestock & Animal Husbandry
st-c-5852,Zeron,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-5874,Zippee,Retail & Digital Commerce,Quick Commerce,Grocery Quick Delivery
st-c-5882,Zlade,Consumer Goods & Services,Personal Products,Grooming & Hygiene Products
st-c-5912,ZuAI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-5920,Zuppler,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-5922,Zvesta,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-5928,Zymrat,Textiles & Apparel,Technical Textiles,Smart & Connected Fabrics
st-c-5938,DB Realty,Real Estate & Construction,PropTech,Real Estate Transaction Platforms
st-c-5945,Matrix Gas & Renewables,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-5954,Zinc,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5965,Simplismart,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-5968,Janaadhar,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-5977,Matel Motion,Energy & Utilities,Energy Equipment & Services,Power Generation Equipment
st-c-5978,Palred Technologies,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-5988,Lio,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5993,SandLogic Technologies,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-5998,Pizza Wings,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-6000,Motisons Group,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6008,Furnishka,Consumer Goods & Services,Household Products,Home Textiles & Furnishings
st-c-6020,Dantech,Technology & Digital Innovation,Emerging Technologies,Augmented & Virtual Reality
st-c-6032,Frammer AI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6036,Beyond Appliances,Food & Beverage,Food & Beverage Technology,Kitchen Automation
st-c-6040,Ninecamp,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-6044,Airbound,Aerospace & Defence,Aerospace & Defence Systems,Drones
st-c-6046,Fixerra,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6047,Sweetish House Mafia,Food & Beverage,Food & Beverage Technology,Kitchen Automation
st-c-6049,HCIN Networks,Technology & Digital Innovation,Enterprise Software & Services,IT Infrastructure Management
st-c-6051,Onmeta,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6052,FunctionUp,Education & EdTech,EdTech,Educational Analytics & Assessment Tech
st-c-6055,The Barbeque Company,Food & Beverage,Food Products & Processing,Food Ingredients & Additives
